"AGD.tail","Season.DOB","Density.DOB","dam_ID","sire_ID","Genetic_LitterID_95CI"
-0.252851813130098,"spring",87,"'0006E9C1BE","'0006E2524B","'0006E9C1BE_A"
0.49057293360549,"spring",87,"'0006E21DB8","'0006E9E4FE","'0006E21DB8_A"
1.43088427421811,"winter",65,"'00068EA1C5","'00069B3702","'00068EA1C5_G"
1.14870488993015,"spring",52,"'0006CC7783","'0006B8C38E","'0006CC7783_D"
0.650261592992978,"winter",65,"'00068EA1C5","'00069B3702","'00068EA1C5_G"
0.42932757115528,"spring",52,"'0006CC454B","'0006B8C03C","'0006CC454B_B"
0.52777086809245,"winter",65,"'00068E97D0","'0006B9AD19","'00068E97D0_G"
0.309950252380412,"spring",81,"'0006B9BAB9","'0006B8C03C","'0006B9BAB9_A"
-0.212540472520116,"spring",81,"'00069542F0","'0006B8ECF4","'00069542F0_B"
0.701039944524393,"winter",65,"'00068EA1C5","'00069B3702","'00068EA1C5_G"
0.108393549317582,"spring",52,"'0006954AE6","'0006955F3B","'0006954AE6_G"
1.33088427421811,"spring",52,"'0006B9D225","'0006B8F292","'0006B9D225_A"
-0.239271396088173,"spring",81,"'0006954D6A","'00069555C7","'0006954D6A_C"
1.14870488993015,"spring",52,"'0006CC7783","'00069B3702","'0006CC7783_D"
0.750261592992978,"spring",95,"'0006CC50E1","'0006CC43B9","'0006CC50E1_B"
1.11886056023643,"summer",82,"'0006B9E497","'0006B8C3EF","'0006B9E497_E"
-0.0319177912949842,"winter",65,"'00069B345E","'00069B4A4F","'00069B345E_A"
0.178549219623865,"winter",100,"'0006B9B745","'0006CC47D6","'0006B9B745_B"
1.24870488993015,"summer",84,"'0006B8DFD0","'0006B9D65C","'0006B8DFD0_C"
0.875435813498204,"spring",52,"'00069B286E","'0006B9AF76","'00069B286E_F"
0.893686339731205,"spring",81,"'0006B9CCE9","'0006B9D65C","'0006B9CCE9_C"
0.962285306974658,"spring",81,"'0006B9E497","'0006B8C857","'0006B9E497_C"
1.02621416502962,"spring",52,"'0006B9D225","'0006B9BDEA","'0006B9D225_B"
0.709950252380412,"summer",90,"'0006B9D1A1","'00069555C7","'0006B9D1A1_C"
0.368082208705016,"spring",81,"'00069542F0","'0006B8E98C","'00069542F0_B"
0.82932757115528,"spring",52,"'00069550C2","'0006B8CBE0","'00069550C2_C"
0.0591719008489972,"summer",90,"'0006B8D45A","'0006954921","'0006B8D45A_D"
0.769638911767846,"spring",95,"'0006CC7231","'0006CC7646","'0006CC7231_A"
1.32932757115528,"autumn",90,"'0006B8E7E5","'0006CC6D31","'0006B8E7E5_C"
0.169638911767846,"winter",93,"'0006CC4A3E","'0006CC40FA","'0006CC4A3E_B"
0.960728603911828,"summer",82,"'0006B9BAB9","'0006B8D5CC","'0006B9BAB9_B"
0.272752317893506,"summer",82,"'0006CD4515","'0006B8D5CC","'0006CD4515_A"
1.74714818686732,"winter",65,"'00069552DA","'00069B52DD","'00069552DA_E"
0.190572933605544,"summer",90,"'0006BA0C9F","'0006B8E98C","'0006BA0C9F_G"
0.793686339731205,"summer",82,"'0006B9BAB9","'0006B8D5CC","'0006B9BAB9_C"
0.397926538398733,"winter",65,"'00069B345E","'00069B4A4F","'00069B345E_A"
0.301039944524393,"autumn",89,"'0006954D6A","'0006954921","'0006954D6A_G"
0.269638911767846,"summer",82,"'0006B9CCE9","'0006B9D770","'0006B9CCE9_D"
0.0696389117678459,"summer",84,"'0006BA0C9F","'0006B8E98C","'0006BA0C9F_D"
0.209950252380412,"spring",95,"'0006E4548A","'0006CD326C","'0006E4548A_A"
1.30103994452439,"autumn",147,"'0006B9C383","'0006E4ABEF","'0006B9C383_E"
0.72932757115528,"autumn",89,"'0006B8D45A","'0006954921","'0006B8D45A_E"
0.992129636668375,"summer",82,"'0006CD4515","'0006B8D5CC","'0006CD4515_A"
0.839794582074129,"spring",95,"'0006CC5F82","'0006CC4C2F","'0006CC5F82_A"
0.190572933605544,"autumn",90,"'0006CC7125","'0006B8BFCF","'0006CC7125_D"
0.557615197786167,"summer",95,"'0006B9C383","'0006CC59E0","'0006B9C383_D"
-0.0900497476195877,"autumn",90,"'0006CC7125","'0006B8BFCF","'0006CC7125_D"
0.347148186867318,"summer",95,"'0006B9C383","'0006CC59E0","'0006B9C383_D"
-0.497403352412777,"spring",95,"'0006CC7774","'0006CC50D1","'0006CC7774_B"
1.06072860391183,"spring",95,"'0006CC6EE1","'0006CD4185","'0006CC6EE1_A"
0.551818296055809,"summer",82,"'0006B8DA03","'0006B8D5CC","'0006B8DA03_E"
0.441351285136959,"summer",84,"'0006B8D5D0","'0006B9B464","'0006B8D5D0_B"
0.471195614830676,"summer",82,"'0006B8D0DF","'0006B9D770","'0006B8D0DF_C"
-0.140828099151003,"winter",100,"'0006B9B745","'0006B8BADB","'0006B9B745_B"
-0.590049747619588,"summer",160,"'0006CC7A38","'0006CD682A","'0006CC7A38_B"
0.248704889930148,"summer",84,"'0006B8CFB7","'0006B8F1BF","'0006B8CFB7_C"
-0.109427066394456,"winter",100,"'0006CC4A3E","'0006CC40FA","'0006CC4A3E_C"
0.760728603911828,"spring",95,"'0006CD3EF2","'0006CC5B4E","'0006CD3EF2_A"
0.390572933605544,"summer",90,"'0006B8E1C7","'0006B8D5CC","'0006B8E1C7_F"
0.880105922686695,"winter",93,"'0006CD4515","'0006B8D5CC","'0006CD4515_B"
1.06228530697466,"summer",82,"'00069B4D4D","'00069555C7","'00069B4D4D_E"
0.190572933605544,"spring",95,"'0006B9C5E8","'0006CD4E3B","'0006B9C5E8_C"
0.950261592992978,"winter",93,"'0006B8D0DF","'0006B8BADB","'0006B8D0DF_F"
0.989016230542714,"autumn",90,"'0006B9BAB9","'0006B8D5CC","'0006B9BAB9_D"
0.709950252380412,"summer",82,"'0006CC4CD3","'0006B8BFCF","'0006CC4CD3_A"
0.0905729336055443,"spring",95,"'0006B9D7D8","'0006B9AED6","'0006B9D7D8_B"
1.10839354931758,"spring",52,"'0006CC7783","'0006B8C38E","'0006CC7783_D"
0.411506955443242,"autumn",89,"'0006954D6A","'0006954921","'0006954D6A_G"
0.0696389117678459,"winter",100,"'0006CC4A3E","'0006B8BADB","'0006CC4A3E_C"
-0.428804385169324,"winter",100,"'0006CC49D7","'0006CC79CA","'0006CC49D7_A"
0.0890162305427142,"winter",100,"'0006B9B745","'0006B8BADB","'0006B9B745_B"
0.818860560236431,"spring",95,"'0006B9C5E8","'0006CC4C2F","'0006B9C5E8_D"
0.248704889930148,"winter",100,"'0006CC4A3E","'0006CC40FA","'0006CC4A3E_C"
-0.0721431498033576,"spring",95,"'0006E4548A","'0006CD326C","'0006E4548A_A"
1.09057293360554,"spring",95,"'0006E4B012","'0006CD326C","'0006E4B012_A"
-0.128804385169324,"summer",82,"'0006B9C383","'0006B8D5CC","'0006B9C383_B"
0.139794582074129,"autumn",89,"'0006B8D45A","'0006954921","'0006B8D45A_E"
-0.0989600554756067,"summer",163,"'0006E49154","'0006E9E4FE","'0006E49154_B"
-0.888493044556757,"spring",163,"'00070B1DBA","'0006E9E4FE","'00070B1DBA_B"
0.23088427421811,"spring",87,"'0006E4562E","'0006E9C152","'0006E4562E_C"
-0.360205417925871,"summer",163,"'0006E878E0","'0006E9C152","'0006E878E0_C"
0.789016230542714,"autumn",160,"'0006CC41E9","'0006E4AED9","'0006CC41E9_B"
-0.100516758538437,"autumn",160,"'0006E9DE5E","'0006E857D2","'0006E9DE5E_D"
0.221973966362091,"spring",155,"'0006DFA606","'0006E9B62A","'0006DFA606_A"
-0.693163153745248,"spring",87,"'0006E4AC47","'0006E9E4FE","'0006E4AC47_A"
0.201039944524394,"spring",87,"'0006E21DB8","'0006E9E4FE","'0006E21DB8_A"
0.101039944524393,"spring",87,"'0006E4562E","'0006E9C152","'0006E4562E_C"
-0.340828099151003,"spring",87,"'0006E9E61A","'0006E9E4FE","'0006E9E61A_A"
0.241351285136959,"spring",87,"'0006E499CF","'0006E2362F","'0006E499CF_C"
-0.66911572578189,"spring",155,"'0006E2295F","'0006E4969E","'0006E2295F_D"
-0.567559022719059,"autumn",147,"'0006E49D98","'0006E49BE5","'0006E49D98_B"
