"AGD.tail","AGD.weight","Density.DOB","recruitment","Season.DOB"
-0.252851813130098,-0.434442130342133,87,1,"spring"
0.49057293360549,0.821559311110123,87,1,"spring"
-0.510983769457286,-0.406441409617673,163,1,"summer"
0.171195614830677,0.237563154991359,82,1,"summer"
1.43088427421811,1.55756195377846,65,1,"winter"
1.14870488993015,0.929561233050714,52,1,"spring"
0.650261592992978,0.801560512322972,65,1,"winter"
0.42932757115528,0.185562674506198,52,1,"spring"
0.52777086809245,0.201560512322972,65,1,"winter"
0.309950252380412,0.257561953778456,81,1,"spring"
-0.212540472520116,-0.862436845008641,81,1,"spring"
0.701039944524393,1.02556027208039,65,1,"winter"
0.108393549317582,-0.00244044864735018,52,1,"spring"
1.33088427421811,1.45756195377846,52,1,"spring"
-0.239271396088173,-0.310436364523479,81,1,"spring"
1.14870488993015,0.809562434263618,52,1,"spring"
0.960728603911828,0.985562674506198,52,1,"spring"
0.750261592992978,0.901560512322972,95,1,"spring"
1.11886056023643,0.929561233050714,82,1,"summer"
-0.0319177912949842,-0.178440688889931,65,1,"winter"
0.178549219623865,-0.142438046221544,100,1,"winter"
1.24870488993015,1.24555907086749,84,1,"summer"
0.875435813498204,0.749554025773295,52,1,"spring"
0.893686339731205,1.3655638757191,81,1,"spring"
0.962285306974658,1.11756435620426,81,1,"spring"
1.02621416502962,0.737557148926844,52,1,"spring"
0.709950252380412,0.753560992808134,90,1,"summer"
0.368082208705016,-0.0424380462215442,81,1,"spring"
1.14870488993015,1.00156051232297,90,1,"autumn"
0.82932757115528,0.681561713535875,52,1,"spring"
0.0591719008489972,0.00156051232297252,90,1,"summer"
0.769638911767846,0.921559311110069,95,1,"spring"
1.32932757115528,1.15756195377846,90,1,"autumn"
0.169638911767846,0.0575619537784559,93,1,"winter"
0.960728603911828,1.08156171353588,82,1,"summer"
0.272752317893506,0.58956363547652,82,1,"summer"
1.39212963666837,1.70956243426362,82,1,"summer"
1.74714818686732,1.32556027208039,65,1,"winter"
0.448704889930148,0.37355979159523,52,1,"spring"
0.190572933605544,0.305561473293295,90,1,"summer"
0.92932757115528,0.901560512322972,82,1,"summer"
0.793686339731205,0.593570602511358,82,1,"summer"
0.397926538398733,0.221559311110069,65,1,"winter"
0.301039944524393,0.145565076932004,89,1,"autumn"
-0.351295110069852,-0.234442130345414,160,1,"summer"
0.690572933605544,0.757561953778456,95,1,"spring"
0.269638911767846,0.565557869654585,82,1,"summer"
0.0696389117678459,-0.162436845008641,84,1,"summer"
0.211506955443242,0.31356339523394,95,1,"spring"
0.209950252380412,0.565557869654585,95,1,"spring"
1.30103994452439,1.28956363547652,147,1,"autumn"
0.72932757115528,0.509562434263617,89,1,"autumn"
0.992129636668375,1.38156171353588,82,1,"summer"
0.839794582074129,0.685562674506198,95,1,"spring"
0.190572933605544,0.209562434263617,90,1,"autumn"
0.557615197786167,-0.0624368450086411,95,1,"summer"
-0.0900497476195877,-0.190437565736382,90,1,"autumn"
0.347148186867318,-0.170438766949286,95,1,"summer"
0.33088427421811,0.67355979159523,82,1,"summer"
-0.497403352412777,-0.258435884038319,95,1,"spring"
1.06072860391183,1.20556147329329,95,1,"spring"
0.551818296055809,0.929561233050714,82,1,"summer"
0.441351285136959,0.465563875719101,84,1,"summer"
0.471195614830676,0.729561233050714,82,1,"summer"
-0.140828099151003,-0.438437085251221,100,1,"winter"
-0.590049747619588,-0.40244044864735,160,1,"summer"
0.553374999118639,0.461568920813294,90,1,"summer"
0.248704889930148,0.125560272080391,84,1,"summer"
0.32932757115528,0.325560272080392,82,1,"summer"
-0.109427066394456,0.245559070867488,100,1,"winter"
0.760728603911828,0.881561713535876,95,1,"spring"
0.150261592992978,-0.130435163310576,82,1,"summer"
0.390572933605544,0.625560272080391,90,1,"summer"
0.880105922686695,0.71356339523394,93,1,"winter"
0.809950252380412,0.99755955135265,90,1,"summer"
1.06228530697466,0.92956723911523,82,1,"summer"
0.190572933605544,0.305561473293295,95,1,"spring"
0.950261592992978,0.40556747935781,93,1,"winter"
0.989016230542714,0.925560272080391,90,1,"autumn"
0.709950252380412,0.633562194021037,82,1,"summer"
0.0905729336055443,-0.0584358840383183,95,1,"spring"
1.10839354931758,0.925560272080391,52,1,"spring"
0.411506955443242,0.201566518387488,89,1,"autumn"
0.0696389117678459,0.17355979159523,100,1,"winter"
-0.428804385169324,-0.482435643795738,100,1,"winter"
0.299483241461563,0.37355979159523,95,1,"spring"
0.0890162305427142,-0.310436364523479,100,1,"winter"
0.818860560236431,0.821559311110069,95,1,"spring"
0.248704889930148,0.221559311110069,100,1,"winter"
-0.0721431498033576,0.217558350139747,95,1,"spring"
1.09057293360554,1.06156291474878,95,1,"spring"
-1.12880438516932,-1.1344361242809,160,1,"summer"
-0.128804385169324,0.0335621940210366,82,1,"summer"
0.72932757115528,0.917558350139747,90,1,"summer"
0.139794582074129,0.0575619537784559,89,1,"autumn"
-0.0989600554756067,-0.0864366047660603,163,1,"summer"
-0.888493044556757,-0.690437565736382,163,1,"spring"
0.23088427421811,0.357561953778456,87,1,"spring"
-0.360205417925871,-0.346439007191867,163,1,"summer"
0.789016230542714,0.845559070867488,160,1,"autumn"
-0.100516758538437,0.0215593111100693,160,1,"autumn"
0.221973966362091,0.341564115961682,155,1,"spring"
-0.693163153745248,-0.886442610830576,87,1,"spring"
0.201039944524394,0.405561473293295,87,1,"spring"
0.101039944524393,0.161562914748779,87,1,"spring"
-0.340828099151003,-0.614437325493802,87,1,"spring"
